sample	sampling_date	study	rhizome_length	rhizome_height	rhizome_width	rhizome_volume	stems	stem_length	inflorescence_length	flower_lenghth	bulbil_length	leaves	leaf_length	stipe_length	fresh_root_weight	root_length	pH	organic_matter_percentage	soil_nitrogen	soil_carbon	CN_ratio	moisture	conductivity	sequencing_type	Area	Locality	Description	Coordinates_N_UTM	Coordinates_E_UTM	UTM	Warming	Vegetation	Block	Fence	alldetectedASVs	noofseq	ASVs_rarefied	ratioFlToBul	ratioInflToStem	Pathotrophs	Pathotroph_saprotroph	Pathotroph_saprotroph_symbiotroph	pathotroph_symbiotroph	saprotroph	saprotroph_symbiotroph	symbiotroph	ratio_symbio_sapro	ratio_symbio_sapro_reads	tempC_meanyear	prec_sumyear	composition_abu	composition_pa	Shannon_H	Pielou_J	mean_July_temp_yearpriortosampling	mean_July_temp_yearofsampling
D11b	30/08/2012	fences	13.88	3.71	3.2	164.8	1	50.24	16.24	3	12.49	5	14.11	9.25	0.0855	64.67	5.41	14.28	0.39	6.08	15.68098771	42.01	152.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677914	524742	33	Deep	Medow	B4	F11	165	98112	151	0.240192154	0.323248408	0	19	7	0	21	11	63	3	0.631067961	-4.35625	752	0.039717868	0.102079502	3.940874268	0.782392565	3.85	3.85
D11e	30/08/2012	fences	11.43	3.85	2.85	125.4	2	40.41	15.21	0	15.21	5	10.39	3.66	0.094	36.62	5.34	11.69	0.32	4.5	13.8534657	39.03	107.2	illumina	Adventdalen	Snow fences	Snow fence experiment	8677894	524749	33	Control	Medow	B4	F11	115	68542	105	0	0.376391982	0	9	1	0	16	3	57	3.5625	1.625	-4.35625	752	0.164658628	-0.043226031	3.425816382	0.731678848	3.85	3.85
D11f	30/08/2012	fences	14.82	5.24	3.15	244.6	1	51.6	18.35	3.39	13.87	3	18.89	16.16	0.2298	83.89	5.19	12.89	0.3	4.12	13.77918743	39.89	285.9	illumina	Adventdalen	Snow fences	Snow fence experiment	8677894	524749	33	Control	Medow	B4	F11	155	133584	137	0.244412401	0.355620155	3	18	5	0	31	10	39	1.258064516	0.841666667	-4.35625	752	0.086880732	-0.060615937	3.644249346	0.733276911	3.85	3.85
D12a	30/08/2012	fences	12.04	5.55	4.35	290.7	1	86.03	33.55	5.84	29.21	4	29.31	21.68	0.1348	65.04	5.65	13.03	0.28	4.86	17.6427156	35.71	262.7	illumina	Adventdalen	Snow fences	Snow fence experiment	8677962	524775	33	Deep	Medow	B4	F12	178	141514	161	0.19993153	0.389980239	0	23	3	0	41	13	65	1.585365854	0.771084337	-4.35625	752	0.151099835	-0.084293686	4.074504685	0.795186052	3.85	3.85
D12b	30/08/2012	fences	14.21	4.4	3.21	200.7	1	59.46	24.49	6.25	18.66	5	21.06	14.12	0.0994	76.42	5.63	10.39	0.26	3.62	14.13239288	30.68	130.1	illumina	Adventdalen	Snow fences	Snow fence experiment	8677962	524775	33	Deep	Medow	B4	F12	157	114938	136	0.33494105	0.411873528	0	20	12	0	35	4	42	1.2	0.487179487	-4.35625	752	-0.016780043	-0.078007589	3.617638524	0.724914817	3.85	3.85
HB1	12/07/2012	LSP20	17.4	5.93	2.05	211.5	1	35.5	20.38	4.97	15.2	4	22.4	16.36	0.4659	90.8	7.43	1.326	0.01	2.1876	218.7575	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741409	531508	33	NA	NA	NA	NA	128	54170	119	0.326973684	0.574084507	4	4	2	0	46	1	30	0.652173913	1.6	-5.3916667	531	-0.296379434	-0.398548013	2.55104935	0.535690083	2.95	2.75
HB10	12/07/2012	LSP20	21.34	4.05	1.17	101.1	1	24.95	10.33	1.62	8.95	3	15.09	19.66	0.1101	63.56	7.53	2.333	0.0255	1.5013	58.8374	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741248	531557	33	NA	NA	NA	NA	135	47164	131	0.181005587	0.414028056	2	6	0	0	51	5	34	0.666666667	1.082191781	-5.3916667	531	-0.281195277	-0.378441828	2.464876554	0.507195823	2.95	2.75
HB2	12/07/2012	LSP20	15.14	4.28	1.67	108.2	2	45.32	18.35	4.22	10.87	7	28.7	31.48	0.6295	90.87	7.54	1.415	0.0404	1.8508	45.7638	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741411	531508	33	NA	NA	NA	NA	160	85467	143	0.388224471	0.4048985	8	0	2	1	53	0	27	0.509433962	0.532544379	-5.3916667	531	-0.310843169	-0.407494521	2.517252437	0.510883465	2.95	2.75
HB3	12/07/2012	LSP20	23.16	4.06	1.62	152.3	2	26.7	16.32	1.69	17.09	6	34.23	25.65	0.3013	150.01	7.64	1.654	0.1559	1.2833	8.2323	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741287	531533	33	NA	NA	NA	NA	140	21639	140	0.098888239	0.611235955	5	4	1	0	51	0	47	0.921568627	0.299465241	-5.3916667	531	-0.260346415	-0.364252831	3.598124543	0.72812321	2.95	2.75
HB5	12/07/2012	LSP20	11.02	4.27	1.47	69.2	1	43.91	18.26	1	17.52	4	23.92	27.02	0.1628	85.9	7.41	1.721	0.1009	1.2009	11.8997	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741287	531545	33	NA	NA	NA	NA	104	43236	99	0.057077626	0.415850604	2	4	1	0	31	4	20	0.64516129	2.3	-5.3916667	531	-0.319654865	-0.362922515	2.246491819	0.488886447	2.95	2.75
HB6	12/07/2012	LSP20	13.94	3.88	2.53	136.8	1	52.12	14.95	1.88	12.63	4	30.74	37.24	0.3223	172	7.58	1.572	0.0207	1.3854	66.7969	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741282	531562	33	NA	NA	NA	NA	167	140310	139	0.14885194	0.286838066	5	11	1	0	43	4	44	1.023255814	3.54	-5.3916667	531	-0.255995348	-0.282991604	2.351094845	0.475771949	2.95	2.75
HB7	12/07/2012	LSP20	14.17	4.02	1.5	85.4	2	16.53	11.86	NA	11.86	4	16.21	13.51	0.2134	105.41	7.45	1.505	0.0995	1.5625	15.7035	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741256	531584	33	NA	NA	NA	NA	125	58401	112	NA	0.717483364	1	6	0	0	45	5	16	0.355555556	1.179856115	-5.3916667	531	-0.361050884	-0.353780507	2.72878621	0.577229183	2.95	2.75
HB9	12/07/2012	LSP20	13.42	3.28	1.09	48	1	33.91	14.7	1.06	14.07	4	22.59	27.77	0.1659	64.82	7.62	2.436	0.01	1.5025	150.2487	NA	NA	illumina	Petuniabukta	Horbyebreen	Inner part of Glacier foreland	8741256	531584	33	NA	NA	NA	NA	139	61772	128	0.075337598	0.433500442	3	2	0	0	39	8	38	0.974358974	8.136363636	-5.3916667	531	-0.344873734	-0.355476422	2.508153825	0.515282193	2.95	2.75
HC1	08/07/2013	LSP20	12.55	2.32	3.05	88.8	0	NA	NA	NA	NA	1	12.51	14.96	NA	NA	7.16	NA	0.4188	5.6296	13.44317874	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_away	8813958	467961	33	NA	NA	NA	NA	172	32467	169	NA	NA	3	10	0	0	63	10	39	0.619047619	0.539393939	-3.5833333	424	-0.230517122	-0.326374678	3.727692024	0.72835024	3.05	3.85
HC2	08/07/2013	LSP20	9.79	6.48	3.72	236	0	NA	NA	NA	NA	6	14.2	10.29	NA	NA	6.75	NA	1.1062	17.7614	16.05582136	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_away	8813958	467961	33	NA	NA	NA	NA	161	40412	153	NA	NA	4	5	0	0	40	11	48	1.2	1.666666667	-3.5833333	424	-0.223776866	-0.364599281	3.39857152	0.677373324	3.05	3.85
HC3	08/07/2013	LSP20	21.08	2.81	4.45	263.6	2	42.08	16.79	0.95	15.84	6	19.27	29.97	NA	NA	7.11	NA	0.6201	11.1651	18.00466097	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_away	8813958	467961	33	NA	NA	NA	NA	174	48015	162	0.059974747	0.399001901	2	9	1	0	55	4	42	0.763636364	0.661971831	-3.5833333	424	-0.190204881	-0.396321411	3.695759438	0.729104219	3.05	3.85
HC4	08/07/2013	LSP20	24.45	3.45	4.72	398.1	2	38.66	18.15	0	18.15	9	20.63	17.94	NA	NA	7.36	NA	0.9524	15.3834	16.15299985	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_away	8813958	467961	33	NA	NA	NA	NA	216	28440	215	0	0.469477496	5	12	3	0	48	12	91	1.895833333	0.591463415	-3.5833333	424	-0.29303638	-0.351603139	4.185860292	0.77872437	3.05	3.85
HC5	08/07/2013	LSP20	27.1	2.41	3.45	225.3	1	43.56	16.08	0	16.08	7	20.75	24.65	NA	NA	7.08	NA	0.4897	12.6394	25.80930906	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_away	8813958	467961	33	NA	NA	NA	NA	201	45252	197	0	0.369146006	0	12	2	0	66	6	79	1.196969697	0.553191489	-3.5833333	424	-0.102492347	-0.379938607	3.992100399	0.759316008	3.05	3.85
KB1	27/07/2012	LSP20	19.03	5.88	4.73	529.3	1	22.31	10.17	2.52	9.47	5	26.08	8.93	0.223	67.64	4.76	6.206	0.2169	2.139	9.8623	NA	NA	illumina	East svalbard	Kvalvagen	Hydrocarbon rich site	8604624	577672	33	NA	NA	NA	NA	218	59688	207	0.266103485	0.455849395	3	13	8	6	27	25	74	2.740740741	3.625	-3.9333333	682	-0.278738145	-0.166545535	3.184174459	0.598190586	3.05	3.35
KB2	27/07/2012	LSP20	14.4	3.73	2.84	152.5	1	20.52	12.88	0.91	12.07	5	11.57	14.29	0.1331	41.48	4.64	9.151	0.2414	3.2651	13.526	NA	NA	illumina	East svalbard	Kvalvagen	Hydrocarbon rich site	8604624	577672	33	NA	NA	NA	NA	114	22504	113	0.075393538	0.627680312	2	3	6	0	13	9	48	3.692307692	8.470588235	-3.9333333	682	-0.331230609	-0.211468536	3.681169205	0.777241335	3.05	3.35
KB3	27/07/2012	LSP20	24.35	3.98	3.05	295.6	1	25.65	14.08	1.87	11.96	4	20.13	18.5	0.191	42.41	4.89	6.782	0.1336	2.0622	15.4366	NA	NA	illumina	East svalbard	Kvalvagen	Hydrocarbon rich site	8604624	577672	33	NA	NA	NA	NA	255	90831	234	0.156354515	0.548927875	6	10	9	5	54	6	67	1.240740741	0.461538462	-3.9333333	682	-0.005845074	-0.206986277	3.808577748	0.693864266	3.05	3.35
KB4	27/07/2012	LSP20	15.99	5.09	3.22	262.1	1	24.79	13.44	1.42	13.07	4	17.56	11.79	0.1671	86.46	5.16	6.076	0.2955	2.6243	8.8817	NA	NA	illumina	East svalbard	Kvalvagen	Hydrocarbon rich site	8604624	577672	33	NA	NA	NA	NA	130	21712	130	0.108645754	0.542154094	1	4	5	2	31	6	38	1.225806452	4.352941176	-3.9333333	682	-0.249319564	-0.206129544	3.303163056	0.67861113	3.05	3.35
KB5	27/07/2012	LSP20	8.33	3.9	3.22	104.6	1	14.05	10.74	1.74	9.31	5	13.3	10.8	0.1066	49.55	5.31	5.217	0.2302	1.7678	7.6779	NA	NA	illumina	East svalbard	Kvalvagen	Hydrocarbon rich site	8604624	577672	33	NA	NA	NA	NA	123	25460	122	0.186895811	0.764412811	2	4	2	0	33	8	34	1.03030303	0.465909091	-3.9333333	682	-0.298528683	-0.241569462	3.260585582	0.677568717	3.05	3.35
P1P1	08/07/2013	LSP20	8.2	2.72	2.95	65.8	0	NA	NA	NA	NA	0	0	0	NA	NA	7.27	NA	0.3542	6.4656	18.25206368	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_near	8813958	467951	33	NA	NA	NA	NA	129	50168	121	NA	NA	0	5	0	0	29	4	43	1.482758621	1.004807692	-3.5833333	424	-0.157726531	-0.382399256	2.991628805	0.630489272	3.05	3.85
P1P4	08/07/2013	LSP20	13.42	2.83	2.95	112	1	18.14	6.19	2.41	3.78	3	15.75	12.81	NA	NA	6.72	NA	0.1828	9.6379	52.71208051	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_near	8813958	467951	33	NA	NA	NA	NA	138	39127	134	0.637566138	0.34123484	7	0	0	1	46	0	28	0.608695652	0.020725389	-3.5833333	424	-0.318795477	-0.438633564	3.639867859	0.746609341	3.05	3.85
P2P3	08/07/2013	LSP20	18.64	1.5	1.7	47.5	0	NA	NA	NA	NA	3	12.28	17.97	NA	NA	6.76	NA	1.5467	25.6878	16.60769613	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_near	8813958	467951	33	NA	NA	NA	NA	93	23430	93	NA	NA	3	4	1	0	32	3	20	0.625	0.905511811	-3.5833333	424	-0.238665397	-0.40962018	3.066023051	0.676438114	3.05	3.85
P2P4	08/07/2013	LSP20	18.13	1.9	1.72	59.2	0	NA	NA	NA	NA	3	10.21	21	NA	NA	5.69	NA	0.6434	9.8238	15.26861237	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_near	8813958	467951	33	NA	NA	NA	NA	121	28233	118	NA	NA	1	10	1	0	33	2	43	1.303030303	0.454545455	-3.5833333	424	-0.159583518	-0.258565992	3.594738968	0.75086061	3.05	3.85
P2P5	08/07/2013	LSP20	13.59	2.5	2.6	88.3	1	24.55	8.27	0	8.27	4	9.21	18.49	NA	NA	7.46	NA	1.1537	24.312	21.07318825	NA	NA	illumina	Trollkjeldene	Trollkjeldene	Hotspring_near	8813958	467951	33	NA	NA	NA	NA	131	47198	120	0	0.336863544	0	4	1	0	42	8	19	0.452380952	0.956937799	-3.5833333	424	-0.259638337	-0.366150211	3.242623905	0.673836176	3.05	3.85
RB1	06/08/2012	LSP20	18.32	3.47	2.3	146.2	2	42	24.49	9.93	15.15	3	21.59	10.51	NA	71.22	7.71	0.899	0.01	4.6725	467.2526	NA	NA	illumina	Josephbukta	Renardbreen	Inner part of Glacier foreland	8607464	486920	33	NA	NA	NA	NA	247	102715	221	0.655445545	0.583095238	7	9	8	4	55	6	67	1.218181818	0.817460317	-2.875	721	-0.146614784	-0.231427916	3.353831496	0.622339368	4.55	4.45
RB2	06/08/2012	LSP20	21.3	5.01	2.55	272.1	1	46.39	27.08	13.99	13.71	9	46.49	10.66	NA	98.31	7.76	1.047	0.01	4.472	447.2012	NA	NA	illumina	Josephbukta	Renardbreen	Inner part of Glacier foreland	8607464	486920	33	NA	NA	NA	NA	117	24620	116	1.020423049	0.583746497	2	3	3	0	35	5	38	1.085714286	3.280701754	-2.875	721	-0.359156226	-0.249396251	2.851902703	0.598865716	4.55	4.45
RB3	06/08/2012	LSP20	18.96	5.86	2.37	263.3	1	43.57	17.74	8.12	13.95	5	19.5	10.75	NA	101.79	7.54	1.131	0.1082	4.8756	45.0422	NA	NA	illumina	Josephbukta	Renardbreen	Inner part of Glacier foreland	8607464	486920	33	NA	NA	NA	NA	131	33605	130	0.582078853	0.407160891	2	5	0	0	40	10	31	0.775	0.489690722	-2.875	721	-0.330873302	-0.2769136	2.881080149	0.592837729	4.55	4.45
RB4	06/08/2012	LSP20	17.28	4.51	1.19	92.7	2	56.07	26.1	4.61	22.46	5	28.2	15.36	NA	76.18	7.32	1.207	0.01	4.9325	493.2461	NA	NA	illumina	Josephbukta	Renardbreen	Inner part of Glacier foreland	8607464	486920	33	NA	NA	NA	NA	135	105238	115	0.205253785	0.465489567	1	5	1	0	34	4	44	1.294117647	1.125874126	-2.875	721	-0.232199161	-0.394207427	2.418280415	0.506009192	4.55	4.45
RB5	06/08/2012	LSP20	19.39	4.58	2.05	182.1	1	37.64	17.43	7.36	9.72	5	20.66	9.27	NA	55.27	7.74	0.985	0.0336	4.4028	131.2068	NA	NA	illumina	Josephbukta	Renardbreen	Inner part of Glacier foreland	8607464	486920	33	NA	NA	NA	NA	137	36408	131	0.757201646	0.463071201	0	5	0	0	50	8	39	0.78	0.833333333	-2.875	721	-0.351096316	-0.385993296	3.648095025	0.74259135	4.55	4.45
RH1	07/07/2013	LSP20	8.86	2.35	2.33	48.5	2	14.92	7.08	0	7.08	7	10.36	16.49	NA	NA	6.7	0.975	0.01	0.629	62.9047	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8607464	523978	33	NA	NA	NA	NA	222	93232	199	0	0.474530831	2	8	0	0	52	13	62	1.192307692	1.086956522	-4.3333333	345	-0.11745459	-0.221120484	3.015383172	0.56752612	2.45	3.45
RH10	07/07/2013	LSP20	15.61	1.95	2.22	67.6	0	NA	NA	NA	NA	1	6.47	11.43	NA	NA	6.11	4.302	0.2448	2.0253	8.2715	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	146	27344	143	NA	NA	0	2	0	0	25	6	66	2.64	0.328244275	-4.3333333	345	-0.160201166	-0.315090877	3.715191531	0.747551529	2.45	3.45
RH2	07/07/2013	LSP20	11.22	1.71	3.25	62.4	1	18.13	7.48	0.96	6.52	4	12.57	17.95	NA	NA	6.18	1.187	0.0537	0.7708	14.3638	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	201	99469	175	0.147239264	0.412575841	0	6	5	0	53	7	43	0.811320755	3.057142857	-4.3333333	345	-0.220479979	-0.234874155	2.842679599	0.552245294	2.45	3.45
RH3	07/07/2013	LSP20	15.86	3.66	3	174.1	2	35.84	13.95	4.84	9.11	7	19.34	18.04	NA	NA	6.99	1.815	0.1524	1.082	7.1003	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	202	116354	177	0.531284303	0.389229911	2	7	3	0	55	10	51	0.927272727	0.836065574	-4.3333333	345	-0.179060593	-0.26326211	3.408180025	0.657723348	2.45	3.45
RH4	07/07/2013	LSP20	10.36	3.02	3.28	102.6	1	25.82	10.68	2.44	8.24	6	15.45	20.77	NA	NA	6.45	1.649	0.1224	1.0621	8.6802	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	157	50880	148	0.296116505	0.413632843	2	3	1	0	34	7	41	1.205882353	1.68	-4.3333333	345	-0.231880102	-0.273916106	2.930141755	0.58478448	2.45	3.45
RH5	07/07/2013	LSP20	17.07	2.57	3.2	140.4	2	21.88	9.71	1.01	8.7	9	14.71	11.99	NA	NA	6.63	2.047	0.0635	1.1448	18.0394	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	152	59459	142	0.116091954	0.443784278	0	2	4	0	32	1	45	1.40625	2.317073171	-4.3333333	345	-0.196978968	-0.216950872	3.44881692	0.696905285	2.45	3.45
RH6	07/07/2013	LSP20	8.21	2.38	2.17	42.4	1	26.55	10.96	0	10.96	4	13.77	12.36	NA	NA	6.22	3.968	0.1046	2.1361	20.4155	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	260	115284	233	0	0.412806026	3	12	1	0	61	7	79	1.295081967	1.134146341	-4.3333333	345	-0.154727782	-0.287440862	3.938561072	0.722534083	2.45	3.45
RH7	07/07/2013	LSP20	18.27	2.65	3.24	156.9	1	35.26	10.86	0	10.86	5	14.58	19.08	NA	NA	6	5.996	0.1364	2.7352	20.059	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	337	94640	301	0	0.307997731	3	10	9	0	57	24	95	1.666666667	0.368421053	-4.3333333	345	-0.09050572	-0.202386536	4.553046668	0.795943796	2.45	3.45
RH8	07/07/2013	LSP20	14.53	2.07	2.86	86	0	NA	NA	NA	NA	3	8.97	15.95	NA	NA	5.7	6.694	0.2173	4.0719	18.7383	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	246	101753	219	NA	NA	0	13	3	0	35	8	89	2.542857143	0.692307692	-4.3333333	345	-0.220790957	-0.205408033	3.820736844	0.708379808	2.45	3.45
RH9	07/07/2013	LSP20	15.17	1.52	2.48	57.2	1	22.78	9.63	0	9.63	4	9.65	15.36	NA	NA	6.3	4.911	0.4112	3.3906	8.2459	NA	NA	illumina	Wijdefjorden	Ringhorndalen	Arctic steppe / alkaline site	8807304	523978	33	NA	NA	NA	NA	145	31514	144	0	0.422739245	3	2	1	3	23	3	65	2.826086957	0.441558442	-4.3333333	345	-0.180657225	-0.361270774	3.646291906	0.734718126	2.45	3.45
